index,cluster,true_label,umap1,umap2
7297,3,1,6.095609,4.0373087
7298,0,2,1.0106522,10.453372
7299,8,0,7.0896783,4.7273436
7300,2,1,5.8466105,7.6640525
7301,0,4,4.559976,10.066169
7302,1,9,8.768907,10.042262
7303,6,2,6.2862005,9.821225
7304,2,7,3.5873122,9.008639
7305,5,5,2.6008894,4.811968
7306,3,8,7.9573894,7.6105065
7307,7,3,1.4025823,7.4725223
7308,0,2,2.8124466,9.831758
7309,5,3,2.4374712,5.8704643
7310,6,8,6.8570294,9.344953
7311,1,0,7.485716,4.897745
7312,3,1,7.2285624,7.606421
7313,1,3,9.755454,9.926438
7314,0,7,3.3494697,9.996248
7315,7,6,4.1523314,4.810346
7316,0,6,1.8695847,9.523524
7317,0,4,1.7986174,9.419718
7318,0,3,3.1973262,10.211794
7319,5,5,2.6033587,4.883974
7320,2,0,4.6348333,6.8565884
7321,2,6,4.348827,5.474638
7322,6,4,7.331977,9.748787
7323,4,7,3.0649142,6.292323
7324,3,1,5.369004,4.508346
7325,4,7,3.7648005,8.396843
7326,1,1,9.049815,10.010652
7327,9,0,8.253731,4.968173
7328,9,0,8.294092,6.2273874
7329,3,8,7.7597075,7.8409085
7330,0,2,0.93804514,10.066055
7331,7,7,2.2166367,5.8576403
7332,4,2,3.2220423,9.333027
7333,0,7,3.1554263,8.76133
7334,6,8,8.098676,7.894641
7335,4,6,2.7375367,7.7076015
7336,0,2,2.638702,7.27338
7337,2,9,5.979322,6.7456264
7338,6,1,7.32003,8.607178
7339,7,6,0.9198823,8.141863
7340,4,2,2.7922547,7.0479755
7341,0,6,1.2290925,9.9236355
7342,3,1,6.7413106,7.038521
7343,4,3,2.737225,6.545074
7344,2,0,4.988816,6.9142203
7345,4,5,2.691005,7.917923
7346,4,3,3.8140268,6.692775
7347,6,0,7.644947,8.804234
7348,7,6,1.4395113,7.190373
7349,3,1,6.947632,7.032266
7350,1,1,9.252489,9.713591
7351,8,5,5.0825047,5.695151
7352,3,1,6.8495164,7.1866145
7353,2,7,4.7315927,8.090128
7354,2,5,3.4357045,7.9892864
7355,7,3,4.1709194,6.061399
7356,0,4,4.6764135,10.273824
7357,6,1,6.6406636,8.828681
7358,3,1,6.16331,4.2213173
7359,0,4,1.7817556,10.330628
7360,9,0,9.344461,8.427505
7361,6,8,7.0388956,9.596604
7362,2,4,4.910043,9.476531
7363,2,2,4.630624,7.488202
7364,4,5,3.840569,6.8305345
7365,0,4,2.276423,10.395705
7366,1,8,10.175579,9.772076
7367,5,3,4.1017237,4.661976
7368,7,4,1.7480874,7.1609473
7369,8,3,6.50245,5.422861
7370,1,1,9.637259,10.219381
7371,4,1,7.3553133,10.581654
7372,2,7,4.9031577,6.3251467
7373,1,9,9.161272,10.040261
7374,6,1,7.6932387,8.038094
7375,1,1,8.900801,9.637561
7376,9,8,8.882044,7.111424
7377,9,0,8.646684,5.7415504
7378,3,1,6.031791,7.2134576
7379,2,1,5.5254183,7.2958217
7380,1,2,10.284557,9.74071
7381,3,1,7.1540613,8.834824
7382,7,4,2.0029426,7.398836
7383,7,4,1.2977635,8.041909
7384,1,8,8.390088,6.122698
7385,2,7,4.4655614,5.79883
7386,0,4,2.7823691,9.404654
7387,0,8,3.6449487,10.536379
7388,0,6,0.95082027,10.101512
7389,6,3,7.2190776,8.187422
7390,3,1,6.7527966,6.997501
7391,1,9,9.03408,10.029636
7392,7,6,2.089887,7.964313
7393,7,6,1.1565983,6.9775624
7394,0,4,1.0496744,10.160838
7395,0,4,2.2048118,9.761251
7396,6,0,7.4449577,9.182814
7397,0,2,2.116236,9.923809
7398,2,5,4.8636947,8.531478
7399,6,9,6.711996,8.420848
7400,6,7,4.673193,8.393548
7401,1,1,7.359469,7.284855
7402,2,7,6.0871477,5.4044333
7403,0,6,1.5802382,10.410684
7404,0,4,1.4893271,10.646343
7405,0,7,4.1042795,9.955456
7406,7,5,3.6157944,7.842885
7407,0,4,2.4587553,9.564816
7408,2,1,4.7819,7.196128
7409,8,0,7.4601374,4.8526673
7410,7,2,0.47741738,7.521001
7411,2,3,4.531748,7.4353414
7412,4,3,3.9043639,5.9548903
7413,1,8,9.460628,8.847778
7414,1,9,9.29465,9.9737835
7415,1,9,9.197142,9.575235
7416,7,7,1.0881474,7.9806285
7417,5,5,3.2652898,5.723279
7418,2,9,5.54922,7.641857
7419,4,9,3.783687,7.718271
7420,4,7,4.420561,8.153762
7421,9,9,7.309017,8.102437
7422,3,6,4.1833124,5.7724457
7423,8,0,7.3136077,4.417015
7424,0,4,1.1624831,10.94411
7425,4,5,3.6383374,5.998863
7426,6,3,5.966454,9.732093
7427,2,3,4.960474,7.035789
7428,1,1,10.364609,9.995062
7429,7,5,2.1240075,8.853241
7430,0,1,4.327991,9.547712
7431,9,8,8.837376,6.064257
7432,2,3,2.9967396,6.4267178
7433,9,8,9.189432,8.466538
7434,8,0,8.984033,7.4928365
7435,5,5,3.1997209,5.234644
7436,4,4,2.9498377,7.8924847
7437,6,8,7.667955,8.372524
7438,1,1,7.766293,10.63441
7439,8,3,4.492756,5.1195874
7440,9,8,8.340026,6.5841737
7441,6,9,6.7640953,6.676047
7442,2,1,4.8166103,9.420876
7443,3,8,6.917263,7.3364105
7444,8,0,6.188683,5.274878
7445,6,0,7.1406837,8.561076
7446,6,5,6.1329117,9.610707
7447,9,8,8.407618,7.173166
7448,0,1,3.6120794,9.714966
7449,7,2,4.7052846,5.6429462
7450,4,7,4.85966,8.534823
7451,3,8,8.23401,6.6002197
7452,0,2,2.7095587,10.183632
7453,6,9,6.592763,8.363695
7454,5,5,2.1448147,4.7543674
7455,9,8,8.660522,8.109522
7456,6,9,8.335388,9.690124
7457,2,9,4.5110846,9.905586
7458,7,6,0.629443,7.659018
7459,2,4,5.7983603,8.894289
7460,0,3,3.4779668,9.555888
7461,2,9,6.062117,6.9102902
7462,8,0,6.7791996,4.635623
7463,2,7,4.58794,6.6533103
7464,8,0,6.540657,5.3833513
7465,8,2,2.7872124,9.413251
7466,8,2,7.7474775,4.5899925
7467,7,3,2.3777795,7.8537965
7468,6,8,6.1710577,9.007922
7469,2,3,5.534584,8.0981655
7470,8,0,7.1392765,5.968621
7471,9,9,7.43124,6.4906845
7472,4,5,3.469168,5.8623295
7473,7,6,4.6518474,4.644695
7474,4,3,2.8595984,6.829186
7475,2,1,6.1712756,9.756587
7476,5,5,2.175725,4.639493
7477,8,2,5.5635266,5.518476
7478,6,3,6.7445884,9.5525
7479,1,9,8.729817,10.101121
7480,8,2,7.017102,7.9019947
7481,7,6,1.2974461,7.627296
7482,9,7,6.0837564,9.77493
7483,8,3,5.784244,5.0065036
7484,6,8,7.872065,7.683249
7485,7,3,2.0819333,8.4371605
7486,7,6,1.463502,8.390477
7487,8,3,6.000055,7.630537
7488,4,7,3.153167,8.826338
7489,2,3,4.4182105,6.7165995
7490,9,0,7.777018,7.7790513
7491,7,6,1.1608156,7.430805
7492,2,3,4.593654,7.1289206
7493,5,3,2.075372,6.468532
7494,6,9,7.6236663,8.314773
7495,2,1,5.7241926,7.9136815
7496,9,8,7.3715515,6.0728626
7497,6,8,7.9588733,8.434959
7498,8,3,5.927896,6.2056446
7499,3,8,6.4332004,6.6639504
7500,2,3,5.4526443,9.14234
7501,4,3,3.5434883,7.347848
7502,8,0,7.4190474,6.224507
7503,1,1,10.290608,9.769027
7504,3,0,7.5307293,5.43448
7505,0,0,3.0490186,10.172997
7506,7,7,5.6948853,7.5536213
7507,1,8,9.2044935,8.851011
7508,6,8,8.080633,7.6551023
7509,8,0,5.4558945,5.432054
7510,1,5,10.09631,9.848342
7511,8,0,5.2745166,5.8172235
7512,4,9,3.1027293,7.688796
7513,3,1,6.1403537,6.6642785
7514,9,8,8.855453,6.778771
7515,5,5,3.9355416,4.826691
7516,7,6,0.6848656,7.9900756
7517,4,3,2.383453,7.7013736
7518,0,5,4.0298667,10.434855
7519,0,3,2.239858,9.675021
7520,9,0,8.332792,5.3094053
7521,3,2,5.162444,6.669432
7522,8,2,5.425322,4.871871
7523,9,8,7.353203,10.552413
7524,2,6,5.640323,5.1792517
7525,0,2,2.8010736,10.360851
7526,9,9,7.926049,8.56854
7527,8,0,7.697537,5.243234
7528,8,0,7.456561,4.682635
7529,8,1,6.085771,4.5715036
7530,4,0,3.3203351,6.811191
7531,0,4,4.2019467,10.359152
7532,0,3,3.342764,9.593655
7533,2,3,6.115288,8.612388
7534,3,8,7.6234965,11.086072
7535,8,8,7.2985306,6.2737026
7536,4,4,2.9448771,7.464282
7537,9,0,8.595047,7.0359936
7538,7,6,1.7189555,7.4652324
7539,8,3,6.275122,5.081647
7540,2,1,5.3470902,8.28933
7541,2,6,4.8343525,4.9975824
7542,8,2,5.015054,6.045265
7543,8,0,6.0328875,4.9412675
7544,6,7,6.0849705,9.193509
7545,2,5,4.428112,6.5696936
7546,2,7,3.7088602,8.847121
7547,9,0,8.659097,7.5564733
7548,1,1,10.254717,10.046151
7549,7,6,1.7041413,7.5905943
7550,6,0,6.7532287,8.651899
7551,2,3,4.264606,6.5145288
7552,6,2,5.844611,8.681897
7553,0,6,1.3698292,10.6434
7554,6,9,5.3691926,10.025522
7555,0,2,3.0265353,9.71587
7556,2,9,6.194564,7.660549
7557,0,4,3.9934266,9.57399
7558,2,7,7.658188,6.668532
7559,0,4,2.198499,10.87253
7560,5,5,2.6297257,4.1829576
7561,1,8,8.654614,8.554765
7562,5,5,3.0499046,5.4115667
7563,6,4,4.48782,8.600962
7564,2,7,3.783049,7.6061244
7565,4,7,3.0797558,6.6704965
7566,9,3,8.763371,5.427963
7567,3,3,6.284468,7.894638
7568,0,7,8.935517,9.713399
7569,9,8,6.8497024,8.273304
7570,3,9,7.1112742,8.221747
7571,2,9,5.9091353,7.173721
7572,1,1,9.682888,9.406888
7573,2,0,5.8630815,7.9558954
7574,3,4,4.946116,7.131275
7575,7,6,1.0160987,8.213229
7576,0,2,2.5821257,10.088789
7577,2,7,5.5784907,7.987599
7578,5,5,2.8181312,5.013853
7579,1,1,9.399666,9.683556
7580,3,8,6.5289416,7.117389
7581,1,0,8.200088,6.6949615
7582,4,7,3.6012137,7.9644594
7583,2,9,6.454248,6.15459
7584,3,3,6.417273,7.5755973
7585,0,4,2.0591009,10.252078
7586,8,2,2.922554,9.099872
7587,6,1,6.469449,9.024092
7588,8,0,6.993355,6.6404476
7589,0,2,0.5887338,9.726939
7590,0,5,2.1207554,9.118707
7591,0,6,0.8505668,9.593998
7592,8,0,7.1223197,5.117531
7593,0,3,2.9769187,9.087712
7594,6,9,7.140767,9.710656
7595,8,4,4.5005097,6.954684
7596,7,2,5.3955326,4.9258404
7597,1,1,10.277077,9.726068
7598,0,7,4.4397244,10.227721
7599,8,0,5.6101336,5.673422
7600,1,1,9.971524,9.738044
7601,5,5,2.7264776,5.787104
7602,8,4,5.69161,5.1897435
7603,0,3,2.2440038,8.975298
7604,2,7,4.5802455,8.51982
7605,2,1,6.3733826,7.5510097
7606,1,7,5.0769277,5.921101
7607,3,1,7.696875,10.587859
7608,2,9,6.9128327,8.165355
7609,4,7,3.0561676,7.0366077
7610,9,8,8.749733,5.8815384
7611,8,7,4.6061273,8.912999
7612,9,0,7.712548,6.1653547
7613,6,7,5.766749,9.549955
7614,9,8,8.744821,6.9933686
7615,2,3,5.5995245,8.053363
7616,7,2,0.5570904,7.315142
7617,2,8,7.2857304,5.98148
7618,6,7,6.356841,9.935941
7619,4,4,3.581009,7.418256
7620,4,5,3.084545,6.0168657
7621,0,7,3.2025957,9.449791
7622,1,1,9.103937,9.732243
7623,2,4,5.561378,9.039036
7624,0,7,3.3760493,9.763675
7625,0,4,1.1530063,10.933986
7626,0,4,4.0339613,8.257057
7627,9,8,7.9599338,7.3651857
7628,6,9,7.904323,8.918672
7629,6,9,6.6460238,9.965694
7630,9,8,8.956729,6.848393
7631,6,0,8.115306,7.8492517
7632,7,6,0.6231404,9.153114
7633,3,2,3.2030857,9.499717
7634,4,4,2.6092813,8.407125
7635,8,2,6.489365,4.5206923
7636,0,4,1.2603334,10.351523
7637,2,7,3.8300881,7.241794
7638,0,6,1.5644891,10.569347
7639,3,8,7.1451755,6.3583055
7640,3,1,5.7460184,4.556787
7641,2,7,4.166675,8.728092
7642,0,4,1.9493406,10.661015
7643,9,0,7.221125,8.221982
7644,2,2,5.016855,9.014279
7645,1,9,7.8362594,10.722805
7646,9,8,9.138719,6.5951357
7647,3,0,7.3684793,5.7598033
7648,7,6,1.5276375,11.015387
7649,3,1,5.149005,6.616522
7650,7,6,1.3862585,7.5622997
7651,7,3,3.6147084,5.620359
7652,2,9,7.128602,7.245018
7653,8,2,5.6597123,5.523163
7654,8,0,8.070441,4.375409
7655,8,0,6.4248853,5.1429157
7656,0,4,0.99301666,9.147319
7657,9,9,8.833044,7.1063876
7658,5,2,2.8196416,5.0463758
7659,3,1,5.9536405,4.50534
7660,8,0,8.340357,4.678634
7661,4,2,2.876663,9.536729
7662,8,2,8.223246,4.657417
7663,9,0,8.00218,5.340191
7664,8,2,6.120144,5.7614226
7665,2,3,4.368165,6.885233
7666,4,7,4.832079,7.9939775
7667,4,3,3.0934327,6.1731386
7668,1,8,8.874623,9.157366
7669,0,6,1.890092,9.823194
7670,7,4,1.0283408,8.80862
7671,3,3,6.5543566,6.3766036
7672,7,7,5.232116,6.4959135
7673,3,1,6.7096753,7.520681
7674,2,0,5.8820715,9.35746
7675,7,6,1.6268548,8.452001
7676,0,4,2.0293298,10.196917
7677,8,5,3.912488,5.082856
7678,2,8,6.6057105,8.285936
7679,4,5,3.614905,6.3297834
7680,2,3,3.3541508,5.835149
7681,6,3,7.782868,8.612218
7682,0,7,2.8530178,10.250235
7683,3,1,6.21333,7.11184
7684,2,7,2.357279,8.168555
7685,5,5,3.6078286,5.477076
7686,6,7,6.822561,9.793755
7687,6,9,7.2368493,9.828196
7688,4,2,2.7553284,9.553238
7689,1,3,10.071786,9.965472
7690,7,4,0.87561727,7.470083
7691,1,9,8.403397,10.72626
7692,1,9,10.3244915,9.548248
7693,9,8,8.708641,6.4809613
7694,1,9,9.8896675,9.274836
7695,6,8,8.407923,8.571372
7696,0,2,1.9313145,10.885561
7697,2,5,4.9561167,8.37218
7698,1,9,8.949108,9.314788
7699,3,5,7.6546664,10.901822
7700,8,0,6.710201,4.663062
7701,7,6,1.3004328,7.6924853
7702,9,8,9.02892,7.5504184
7703,9,9,8.654905,6.9363008
7704,1,9,8.909804,10.107926
7705,0,6,1.9983591,8.711901
7706,2,1,6.2633114,6.266411
7707,2,1,6.1464705,7.777188
7708,2,9,5.2040935,8.950092
7709,2,1,4.7492847,6.813762
7710,7,6,5.2429943,7.283041
7711,3,9,6.157386,4.782223
7712,6,4,6.2872906,10.28541
7713,7,2,0.5724975,7.65822
7714,8,2,2.4784174,9.121008
7715,0,6,0.7427608,9.714862
7716,6,8,7.5653596,8.04026
7717,2,7,4.9025416,7.203618
7718,9,1,8.169714,6.4319477
7719,5,3,2.056167,5.564415
7720,5,6,3.1482182,5.205386
7721,3,1,6.3524942,7.211578
7722,2,1,6.051996,7.8485556
7723,3,1,5.806673,7.6126304
7724,5,5,3.2778294,4.6152487
7725,4,7,3.5423543,6.8617997
7726,8,5,5.6117,4.9997387
7727,9,0,8.055054,5.8334446
7728,3,1,6.3700023,7.1489286
7729,2,5,3.9100802,5.5681014
7730,9,8,8.746398,6.460977
7731,6,0,7.8216004,8.841581
7732,7,6,1.1347092,7.9234414
7733,4,4,3.055426,8.920791
7734,4,3,2.7124925,8.798816
7735,6,1,7.4953113,9.35229
7736,4,7,2.6851275,7.356828
7737,6,8,7.0955167,7.5120974
7738,9,1,7.444299,7.0142007
7739,7,2,1.8158166,8.154143
7740,3,1,6.477889,6.8150434
7741,1,2,7.1852784,9.155136
7742,5,5,2.1670947,4.9059305
7743,0,4,3.2032363,8.8737
7744,3,8,7.680564,6.063093
7745,2,2,6.4803896,8.657064
7746,1,9,9.054995,9.747448
7747,3,0,5.9655557,8.360427
7748,6,8,8.180806,8.16107
7749,5,3,4.1414466,5.014534
7750,4,5,2.958381,6.147469
7751,4,4,3.0759542,9.009577
7752,6,9,7.4113626,10.291461
7753,2,3,3.9901924,7.947774
7754,5,6,4.299037,4.5485635
7755,2,5,3.240796,7.270353
7756,2,7,5.428788,8.166808
7757,2,0,4.5538154,8.922355
7758,6,7,6.347909,9.107906
7759,1,9,9.240692,8.804179
7760,2,9,6.7482452,6.5483065
7761,0,2,0.90325546,9.7023945
7762,7,6,2.2940776,7.3276234
7763,9,9,8.405644,9.356502
7764,6,9,6.7447815,9.220197
7765,2,3,3.3894684,6.915687
7766,0,2,2.588837,9.827738
7767,0,4,0.9583278,10.80433
7768,7,3,1.9577702,8.280554
7769,4,5,2.551371,6.224939
7770,8,0,7.6531606,6.5201497
7771,2,3,4.541879,6.8106084
7772,8,0,6.238314,4.7616634
7773,4,5,3.6083436,6.8527584
7774,3,1,6.1240506,3.9948401
7775,0,4,1.4362359,10.863202
7776,1,5,9.0260315,9.952619
7777,6,1,7.736794,8.323844
7778,2,1,6.1926594,7.9005237
7779,7,5,1.0008186,7.5231557
7780,4,5,3.8508358,7.174189
7781,4,7,3.1132061,6.735246
7782,8,0,8.01339,4.606772
7783,2,2,6.008888,6.2803698
7784,8,0,6.653772,4.648787
7785,4,5,2.7074647,8.633537
7786,1,9,9.335958,9.43924
7787,7,4,1.3562958,6.5847144
7788,9,0,8.118461,7.0144773
7789,7,3,2.1227522,8.193268
7790,9,8,8.316364,7.4420695
7791,6,9,7.888271,8.030278
7792,9,0,8.840682,7.074833
7793,9,9,7.406727,6.431325
7794,0,8,5.307108,9.881049
7795,7,6,1.5317804,7.3683
7796,2,1,6.7588196,7.3706336
7797,3,2,7.2877836,4.997687
7798,8,7,6.124691,5.501887
7799,7,6,1.9067574,8.188457
7800,2,7,3.6201491,8.862389
7801,9,0,7.843804,6.4274435
7802,2,3,4.15857,5.9122214
7803,6,3,6.2690287,9.994445
7804,6,3,7.974677,9.686245
7805,2,0,7.2187686,8.156936
7806,0,6,2.0614893,10.059779
7807,0,2,1.5818505,9.555407
7808,8,0,5.4139147,5.5589685
7809,2,7,4.612411,8.215546
7810,6,0,7.9352546,8.250825
7811,0,4,1.0147525,10.7471695
7812,7,3,2.1497998,6.71801
7813,7,7,1.378793,8.047689
7814,2,3,4.261286,9.503894
7815,5,5,3.580133,4.583924
7816,4,7,2.1944249,7.716292
7817,4,7,3.0809224,6.4937468
7818,4,4,3.795977,6.4296412
7819,2,7,6.4881344,7.9329786
7820,0,6,0.75840235,9.54832
7821,2,1,5.153879,8.5168915
7822,0,4,2.1513686,10.772283
7823,2,6,4.1217394,9.255215
7824,0,6,3.3816576,10.203633
7825,0,6,1.3986765,9.538553
7826,9,0,8.098565,7.749593
7827,2,1,4.5852637,8.774731
7828,0,4,2.2114985,8.981507
7829,2,7,4.5578165,9.166224
7830,6,7,4.273135,8.210253
7831,2,7,4.498677,8.383826
7832,6,1,6.7547355,8.221265
7833,0,7,3.1562672,10.138938
7834,3,8,7.004996,7.844137
7835,4,3,3.539103,7.937277
7836,2,7,5.457776,8.053967
7837,5,3,3.690242,5.6783175
7838,2,9,5.905648,7.9270477
7839,4,3,3.3582404,7.323015
7840,0,2,3.9399936,10.422873
7841,3,1,5.4213305,4.4099097
7842,9,0,8.492882,5.75663
7843,7,6,1.2375684,8.198213
7844,8,2,7.371722,4.449855
7845,2,7,4.4050803,6.3983507
7846,2,5,4.7436614,6.7608504
7847,9,0,8.641618,6.962203
7848,2,6,3.3945224,10.305495
7849,0,7,4.0947475,10.58871
7850,5,2,3.385976,4.938991
7851,0,4,1.2786584,11.101199
7852,4,3,3.0291944,6.1324453
7853,2,2,4.5141892,7.5430274
7854,2,9,5.6209273,8.606869
7855,2,4,4.2562046,6.5905004
7856,6,9,7.50258,8.862044
7857,6,8,9.05172,7.940637
7858,0,2,3.470367,9.6360035
7859,6,0,8.503661,10.802551
7860,7,6,0.9762395,7.04754
7861,3,1,6.392061,7.066275
7862,2,1,6.254336,5.690879
7863,6,7,5.7423277,8.526568
7864,4,5,2.694383,6.5178657
7865,8,0,6.687322,4.944012
7866,8,6,4.689572,5.1755757
7867,7,6,1.7087334,6.662856
7868,3,2,4.3699822,5.8143854
7869,8,3,6.2541604,5.147174
7870,5,5,2.3861628,5.0534067
7871,1,8,9.198681,8.710739
7872,2,3,4.9601216,5.0072637
7873,5,5,2.7068803,4.534747
7874,2,7,4.206186,9.919864
7875,3,1,7.1276875,7.366602
7876,9,8,7.112872,7.1347814
7877,7,2,0.85636294,7.0520163
7878,4,2,3.6186564,7.4484634
7879,6,1,6.669072,9.091239
7880,0,4,3.2904108,10.216311
7881,0,6,1.6129919,10.529681
7882,6,2,5.7633023,9.991389
7883,8,0,7.353921,4.3111243
7884,1,1,10.256808,9.756273
7885,0,7,1.0020243,10.579041
7886,6,8,7.1860733,9.223146
7887,3,1,7.782335,11.022788
7888,1,2,8.710729,10.14597
7889,8,0,7.209374,4.1152654
7890,0,2,2.6204422,10.772214
7891,2,9,4.5542226,9.753727
7892,6,9,6.7968483,9.9633255
7893,5,3,1.8628526,5.4774327
7894,2,7,4.4353323,9.178764
7895,4,7,2.841889,8.133004
7896,0,4,0.9829913,10.045276
7897,4,2,2.454722,6.936503
7898,0,0,4.52419,10.482334
7899,2,6,4.1249013,6.574548
7900,9,8,9.044978,8.287941
7901,2,5,4.1639814,6.6342645
7902,8,9,7.014069,6.7770214
7903,2,4,5.4455714,7.305508
7904,6,9,7.2911115,8.214885
7905,3,2,3.170755,9.818062
7906,2,3,4.141557,7.3681107
7907,6,0,8.147792,8.346353
7908,0,5,3.335295,9.837431
7909,3,3,5.873716,7.0071044
7910,0,4,1.0201674,10.262873
7911,0,6,0.65553164,8.719912
7912,2,1,6.264529,7.6576567
7913,3,1,6.5233855,7.088516
7914,9,0,8.779844,7.6861873
7915,6,1,8.445686,9.656107
7916,0,6,1.1517203,9.956561
7917,2,9,6.6209803,7.909088
7918,0,6,1.4789039,10.0524435
7919,2,2,5.1689835,6.843383
7920,0,9,3.9291496,9.9890785
7921,6,5,6.3940754,10.137473
7922,4,7,3.6437879,8.078766
7923,6,7,6.0097013,9.351137
7924,2,3,5.5585017,7.132518
7925,0,0,3.9449236,10.183027
7926,2,5,4.3224216,6.5569344
7927,0,6,1.9559332,9.628107
7928,2,3,4.403289,7.1594195
7929,2,2,6.942108,7.3479657
7930,8,0,6.092219,6.0019307
7931,8,3,4.8231125,5.609015
7932,2,3,5.664559,8.533794
7933,0,4,1.0124748,10.43072
7934,8,8,7.7850437,6.7027206
7935,5,5,2.560355,6.185877
7936,3,1,5.8125544,7.9714518
7937,3,6,7.278335,4.97084
7938,0,5,1.2593855,9.985056
7939,0,7,4.800811,9.662703
7940,4,7,4.239054,9.012534
7941,3,8,7.9398937,11.103629
7942,9,2,4.4313464,10.239033
7943,6,9,7.176874,7.9630246
7944,1,9,9.672052,9.7132435
7945,4,7,3.304437,8.951034
7946,0,3,2.2584574,8.55054
7947,9,8,8.554975,6.781326
7948,0,2,2.9683301,9.835345
7949,3,8,7.1419816,7.6590514
7950,0,6,1.3469718,9.731675
7951,7,2,2.1891873,7.426399
7952,4,2,8.042504,5.5172024
7953,9,1,9.2948475,8.530219
7954,0,4,1.703011,8.9227915
7955,8,7,4.9445257,5.879719
7956,5,4,5.0156755,4.8776345
7957,0,4,2.8688197,10.579548
7958,7,6,1.7419256,7.3835106
7959,0,6,2.2843332,8.780253
7960,1,9,9.131243,9.42077
7961,0,7,3.2942586,9.755732
7962,3,2,4.9194074,4.546876
7963,0,4,2.5209498,9.213349
7964,2,6,4.3666983,7.5495486
7965,9,0,8.469455,7.805539
7966,1,8,10.282046,9.718345
7967,5,6,4.0527854,4.686681
7968,0,6,3.048444,10.1899185
7969,4,7,3.6949868,8.49728
7970,6,0,8.19622,8.068514
7971,9,0,8.324635,5.28855
7972,8,0,7.3501062,4.7785497
7973,6,8,8.615658,7.931695
7974,8,2,4.9572268,5.049922
7975,2,6,4.2729025,6.7054973
7976,7,6,4.346914,5.877188
7977,1,1,9.026649,9.672426
7978,4,5,2.5734222,8.593323
7979,2,0,3.293538,7.8203034
7980,6,9,8.398428,8.855589
7981,4,5,3.8912342,6.6846523
7982,4,6,3.1088471,6.3254886
7983,1,1,4.131236,7.0949345
7984,8,4,5.3703136,6.116172
7985,9,0,8.830364,6.1367226
7986,2,7,4.8096504,7.1191254
7987,4,3,3.0598602,5.9045415
7988,6,1,6.726532,9.317805
7989,8,7,6.1837935,4.9897985
7990,3,9,6.9229846,7.5055785
7991,9,0,8.788097,5.2891226
7992,3,1,2.4404285,8.244114
7993,0,6,1.2522591,9.426384
7994,0,6,2.5109146,10.673545
7995,8,8,6.743882,5.482151
7996,3,8,7.6871057,6.487074
7997,0,3,1.197793,9.058317
7998,0,0,3.4451125,10.737269
7999,6,3,6.5840936,9.444673
8000,7,3,0.9753292,7.771325
8001,3,1,6.4384165,6.931392
8002,5,6,2.7791746,6.060828
8003,6,9,8.454075,9.738083
8004,2,4,4.3804016,6.7512927
8005,7,8,6.858275,7.8185053
8006,3,8,6.7068887,5.5909014
8007,9,8,8.243132,7.1024747
8008,2,6,5.106339,5.0292683
8009,7,6,0.72050583,7.575717
8010,0,2,3.4049103,8.974327
8011,5,3,2.7907727,5.0958
8012,6,9,7.3947363,7.780402
8013,2,3,5.3335633,8.515317
8014,6,8,5.4536066,9.7086935
8015,7,6,0.85682297,7.6290708
8016,4,2,4.2904253,6.9854813
8017,0,2,2.183256,10.239335
8018,8,0,6.7884717,4.5206017
8019,6,2,6.7512746,9.491489
8020,4,5,3.7496922,5.375492
8021,0,6,2.340001,9.3253
8022,2,8,4.799561,6.311914
8023,6,0,7.569466,7.604759
8024,0,2,0.91798097,9.734999
8025,0,2,2.7685175,10.562556
8026,6,8,8.231267,7.8921285
8027,6,8,8.200435,8.494439
8028,2,3,5.3560476,5.593527
8029,3,3,3.046049,5.0967126
8030,4,3,2.8173742,6.3782916
8031,6,8,7.313742,7.889926
8032,3,2,3.7607148,8.832015
8033,7,6,1.0111349,8.1051655
8034,7,6,1.8072622,7.0319786
8035,6,1,8.457572,9.603653
8036,0,7,4.7633286,9.479735
8037,2,2,3.2907414,7.250178
8038,2,7,4.369988,8.617499
8039,5,5,3.5185263,5.158435
8040,5,5,2.119781,4.579921
8041,7,3,2.1841881,7.3987665
8042,1,8,9.24676,8.95358
8043,8,2,6.8999863,4.8222804
8044,2,0,3.822929,7.889608
8045,3,8,6.671375,6.953873
8046,0,4,1.9853637,10.477412
8047,7,4,2.5446026,6.8303566
8048,9,8,8.234549,6.507059
8049,0,4,1.7397351,9.526172
8050,2,5,4.3769445,9.3346815
8051,5,5,3.668603,5.4668055
8052,6,7,5.334823,9.026732
8053,7,6,0.88334364,8.493862
8054,5,3,3.5572336,5.2001085
8055,8,2,6.0777836,6.0590544
8056,8,3,5.8090906,6.4235735
8057,8,8,6.784411,5.8310943
8058,3,1,6.110159,6.641912
8059,3,1,6.282904,7.0538673
8060,0,6,3.0518875,10.376768
8061,6,9,8.574793,10.134413
8062,8,0,7.509872,4.930012
8063,4,6,2.6026983,6.5025434
8064,2,7,4.601002,8.981613
8065,7,2,1.471097,7.0940895
8066,7,4,1.4649227,8.034002
8067,7,3,0.8922248,7.5070453
8068,7,4,1.5099077,6.755921
8069,4,6,1.9966092,8.601972
8070,6,8,8.161444,7.729833
8071,5,6,4.174999,4.5888796
8072,8,0,8.362026,4.61533
8073,7,8,6.4357615,6.470381
8074,9,8,8.079075,8.026483
8075,1,9,8.796343,9.265101
8076,0,7,4.7615795,10.178909
8077,5,2,4.339691,5.1655917
8078,8,7,5.892576,5.2965393
